minimum_support,maximum_opposition,target_taxon,selected_direction,signal_classification,family_count,conflict_family_count,direction_counts_json,policy_hash
3,0,Lachnospira,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Lachnospiraceae UCG-001,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Lactobacillus,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Lactococcus,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Leptotrichia,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Megamonas,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Methanobrevibacter,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Neisseria,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Odoribacter,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Oribacterium,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Paraprevotella,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Phascolarctobacterium,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Prevotella,,not_retained,2,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":2}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Pyramidobacter,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Raoultella,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Rothia,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Ruminococcus 2,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Sarcina,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Selenomonas,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Streptococcus,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Turicibacter,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Veillonella,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,1,Acidaminococcus,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Acinetobacter,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Actinomyces,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Alloprevotella,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Anaerostipes,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Anaerotruncus,,not_retained,2,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":1}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Atopobium,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Blautia,,not_retained,2,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":2}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Butyricimonas,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Cetobacterium,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Cloacibacillus,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Clostridium XIVa,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Coprobacillus,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Desulfococcus,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Enterobacter,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Enterococcus,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Eubacterium,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Eubacterium ventriosum group,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Fusobacterium,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Gemmiger,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Haemophilus,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Holdemania,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Lachnospira,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Lachnospiraceae UCG-001,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Lactobacillus,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Lactococcus,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Leptotrichia,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Megamonas,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Methanobrevibacter,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Neisseria,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Odoribacter,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Oribacterium,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Paraprevotella,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Phascolarctobacterium,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Prevotella,,not_retained,2,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":2}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Pyramidobacter,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Raoultella,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Rothia,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Ruminococcus 2,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Sarcina,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Selenomonas,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Streptococcus,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Turicibacter,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,1,Veillonella,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4e559e72a3edd57ea9e6104625ad38c295be6840e18d3976a12d276e4a7f2407
3,2,Acidaminococcus,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Acinetobacter,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Actinomyces,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Alloprevotella,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Anaerostipes,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Anaerotruncus,,not_retained,2,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":1}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Atopobium,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Blautia,,not_retained,2,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":2}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Butyricimonas,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Cetobacterium,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Cloacibacillus,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Clostridium XIVa,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Coprobacillus,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Desulfococcus,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Enterobacter,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Enterococcus,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Eubacterium,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Eubacterium ventriosum group,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Fusobacterium,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Gemmiger,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Haemophilus,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Holdemania,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Lachnospira,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Lachnospiraceae UCG-001,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Lactobacillus,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Lactococcus,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Leptotrichia,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Megamonas,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Methanobrevibacter,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Neisseria,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Odoribacter,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Oribacterium,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Paraprevotella,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Phascolarctobacterium,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Prevotella,,not_retained,2,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":2}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Pyramidobacter,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Raoultella,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Rothia,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Ruminococcus 2,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Sarcina,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Selenomonas,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Streptococcus,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Turicibacter,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
3,2,Veillonella,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",097a01433e9f2bd3b998ef425470def776a2eff7d229177538af3914263be7a9
